task_id,department,asset_id,asset_type,corridor_id,location_km,defect_or_task,severity,criticality_1_5,safety_risk_1_5,operational_impact_1_5,overdue_days,estimated_duration_min,required_team_size,possession_required,maintenance_type,status,urgency_score,risk_score,asset_downtime_risk,maintenance_priority_score
TSK-06387,Electrical,AST-06387,OHE Catenary,COR-061,110.6,"Track tamping, ballast packing & alignment check",Critical,3,1,1,44,360,3,Yes,Preventive,Pending,85.9,82.6,Low,84.2
TSK-06388,Engineering,AST-06388,Axle Counter,COR-002,311.0,Axle counter digital sensor reset test,Minor,2,1,2,18,180,11,Yes,Emergency,Scheduled,46.0,44.7,High,45.4
TSK-06389,Operating,AST-06389,Interlocking Switch,COR-011,136.8,Bridge expansion joint inspection & bolt tightening,Minor,5,5,2,17,360,9,Yes,Emergency,Scheduled,36.2,91.6,Medium,63.9
TSK-06390,Operating,AST-06390,Interlocking Switch,COR-078,388.7,Bridge expansion joint inspection & bolt tightening,Major,3,5,3,41,120,7,No,Breakdown,Pending,86.0,47.9,Low,67.0
TSK-06391,Signal & Telecom,AST-06391,Point & Crossing,COR-085,81.4,Level crossing gate motor overhaul & interlock test,Critical,1,3,5,43,60,10,Yes,Preventive,Scheduled,58.3,58.7,Low,58.5
TSK-06392,Operating,AST-06392,Point & Crossing,COR-068,71.9,OHE cantilever insulator cleaning & height adjustment,Moderate,1,1,3,45,360,3,Yes,Breakdown,In Progress,21.6,64.7,High,43.2
TSK-06393,Electrical,AST-06393,Point & Crossing,COR-064,335.3,"Track tamping, ballast packing & alignment check",Moderate,1,2,2,36,180,6,Yes,Breakdown,Pending,69.4,24.6,Medium,47.0
TSK-06394,Signal & Telecom,AST-06394,Signal - Multi Aspect,COR-054,394.8,Multi-aspect LED signal bulb replacement & relay test,Moderate,2,1,5,9,360,4,No,Breakdown,In Progress,57.4,39.3,Low,48.3
TSK-06395,Engineering,AST-06395,Level Crossing Gate,COR-096,307.7,OHE cantilever insulator cleaning & height adjustment,Critical,1,3,2,34,240,8,No,Preventive,Pending,54.7,84.4,Low,69.6
TSK-06396,Electrical,AST-06396,Interlocking Switch,COR-052,131.0,"Track tamping, ballast packing & alignment check",Major,3,2,1,36,360,5,Yes,Preventive,In Progress,74.2,46.6,Medium,60.4
TSK-06397,Signal & Telecom,AST-06397,Axle Counter,COR-017,8.4,"Track tamping, ballast packing & alignment check",Critical,2,5,3,42,360,10,No,Corrective,Completed,28.3,53.0,High,40.6
TSK-06398,Signal & Telecom,AST-06398,Interlocking Switch,COR-044,239.4,Rail flaw ultrasonics check required,Critical,4,3,5,32,240,6,Yes,Preventive,Completed,60.7,26.0,High,43.4
TSK-06399,Operating,AST-06399,Level Crossing Gate,COR-040,131.9,Multi-aspect LED signal bulb replacement & relay test,Major,4,5,2,32,120,9,Yes,Preventive,Scheduled,83.0,25.0,High,54.0
TSK-06400,Operating,AST-06400,Interlocking Switch,COR-083,35.1,"Track tamping, ballast packing & alignment check",Minor,5,4,5,20,360,5,Yes,Corrective,Scheduled,53.1,27.7,Low,40.4
TSK-06401,Operating,AST-06401,Track Circuit,COR-069,355.7,Point machine lubrication & locking calibration,Major,3,4,4,19,360,3,Yes,Preventive,Completed,74.6,57.9,Medium,66.2
TSK-06402,Electrical,AST-06402,Interlocking Switch,COR-059,7.8,Multi-aspect LED signal bulb replacement & relay test,Critical,1,3,3,13,180,11,No,Breakdown,Completed,72.4,85.8,Medium,79.1
TSK-06403,Engineering,AST-06403,Signal - Multi Aspect,COR-082,73.2,OHE cantilever insulator cleaning & height adjustment,Moderate,1,4,4,19,360,5,Yes,Emergency,Scheduled,77.1,20.0,Medium,48.5
TSK-06404,Engineering,AST-06404,Point & Crossing,COR-054,14.0,Level crossing gate motor overhaul & interlock test,Major,5,1,3,0,360,3,Yes,Emergency,In Progress,83.1,36.5,High,59.8
TSK-06405,Electrical,AST-06405,OHE Catenary,COR-097,59.4,"Track tamping, ballast packing & alignment check",Major,4,2,1,15,180,7,Yes,Preventive,Scheduled,66.1,91.8,Low,78.9
TSK-06406,Electrical,AST-06406,Axle Counter,COR-036,3.5,Level crossing gate motor overhaul & interlock test,Minor,5,4,1,34,60,8,Yes,Emergency,In Progress,26.2,80.3,High,53.2
TSK-06407,Operating,AST-06407,Interlocking Switch,COR-025,415.8,Bridge expansion joint inspection & bolt tightening,Minor,5,2,5,39,360,4,Yes,Breakdown,Completed,32.4,58.4,High,45.4
TSK-06408,Signal & Telecom,AST-06408,OHE Catenary,COR-072,401.0,Level crossing gate motor overhaul & interlock test,Moderate,2,3,2,2,60,3,Yes,Breakdown,Scheduled,30.9,22.6,Medium,26.8
TSK-06409,Electrical,AST-06409,Bridge Span,COR-076,93.6,Multi-aspect LED signal bulb replacement & relay test,Moderate,5,1,5,29,60,12,No,Preventive,Scheduled,96.3,46.4,Low,71.3
TSK-06410,Signal & Telecom,AST-06410,Axle Counter,COR-069,230.5,Bridge expansion joint inspection & bolt tightening,Minor,2,1,1,41,180,10,Yes,Emergency,Completed,65.4,32.5,Medium,49.0
TSK-06411,Operating,AST-06411,Axle Counter,COR-040,378.9,OHE cantilever insulator cleaning & height adjustment,Moderate,2,5,5,42,360,10,Yes,Emergency,Pending,41.2,62.3,Medium,51.8
TSK-06412,Operating,AST-06412,Level Crossing Gate,COR-068,369.3,Axle counter digital sensor reset test,Major,5,3,5,36,240,9,Yes,Breakdown,Completed,73.3,22.2,High,47.8
TSK-06413,Operating,AST-06413,Interlocking Switch,COR-075,341.9,"Track tamping, ballast packing & alignment check",Moderate,5,3,3,1,60,8,Yes,Corrective,Pending,35.8,32.3,Medium,34.0
TSK-06414,Signal & Telecom,AST-06414,Level Crossing Gate,COR-029,162.8,Bridge expansion joint inspection & bolt tightening,Critical,4,4,2,30,240,5,Yes,Breakdown,In Progress,73.2,35.1,High,54.2
TSK-06415,Electrical,AST-06415,Interlocking Switch,COR-063,152.9,Multi-aspect LED signal bulb replacement & relay test,Major,2,2,2,35,60,6,No,Breakdown,Pending,93.9,85.0,High,89.5
TSK-06416,Engineering,AST-06416,Axle Counter,COR-016,141.3,Point machine lubrication & locking calibration,Moderate,1,2,5,27,240,10,Yes,Preventive,Completed,25.8,63.9,High,44.9
TSK-06417,Engineering,AST-06417,OHE Catenary,COR-007,104.6,"Track tamping, ballast packing & alignment check",Critical,4,5,1,34,180,10,Yes,Preventive,In Progress,79.5,45.0,High,62.2
TSK-06418,Electrical,AST-06418,Track Circuit,COR-080,129.9,OHE cantilever insulator cleaning & height adjustment,Minor,4,3,3,40,120,12,No,Preventive,Completed,97.9,44.0,Low,71.0
TSK-06419,Electrical,AST-06419,Track Circuit,COR-093,271.2,Level crossing gate motor overhaul & interlock test,Major,3,3,2,18,360,7,No,Breakdown,Scheduled,44.3,72.1,Low,58.2
TSK-06420,Signal & Telecom,AST-06420,Level Crossing Gate,COR-061,15.0,OHE cantilever insulator cleaning & height adjustment,Major,1,4,3,11,180,12,No,Preventive,In Progress,29.6,30.9,Low,30.2
TSK-06421,Operating,AST-06421,OHE Catenary,COR-001,183.3,Point machine lubrication & locking calibration,Minor,5,4,2,21,360,10,No,Breakdown,Scheduled,26.9,80.3,Medium,53.6
TSK-06422,Signal & Telecom,AST-06422,Interlocking Switch,COR-012,190.9,"Track tamping, ballast packing & alignment check",Critical,2,3,2,38,120,5,Yes,Emergency,Completed,91.4,38.3,High,64.8
TSK-06423,Signal & Telecom,AST-06423,Level Crossing Gate,COR-059,120.8,Rail flaw ultrasonics check required,Critical,5,3,5,42,60,12,Yes,Preventive,Pending,28.9,66.5,Medium,47.7
TSK-06424,Electrical,AST-06424,OHE Catenary,COR-018,365.9,Point machine lubrication & locking calibration,Minor,3,3,2,5,120,5,Yes,Corrective,In Progress,38.8,18.5,High,28.6
TSK-06425,Signal & Telecom,AST-06425,Point & Crossing,COR-091,358.8,Axle counter digital sensor reset test,Minor,3,3,5,31,240,10,Yes,Emergency,Pending,57.1,32.2,Medium,44.7
TSK-06426,Operating,AST-06426,Track Circuit,COR-100,239.5,OHE cantilever insulator cleaning & height adjustment,Critical,2,3,4,30,60,5,No,Corrective,Scheduled,36.3,51.0,High,43.6
TSK-06427,Signal & Telecom,AST-06427,Track Circuit,COR-088,214.0,Rail flaw ultrasonics check required,Minor,2,4,3,5,60,7,No,Corrective,Scheduled,60.2,15.6,High,37.9
TSK-06428,Signal & Telecom,AST-06428,Track Circuit,COR-020,391.2,Multi-aspect LED signal bulb replacement & relay test,Major,5,4,2,45,180,11,Yes,Corrective,Pending,95.2,23.7,High,59.5
TSK-06429,Operating,AST-06429,Track Circuit,COR-054,274.2,Multi-aspect LED signal bulb replacement & relay test,Critical,4,4,1,34,360,9,No,Preventive,Pending,84.4,36.0,High,60.2
TSK-06430,Signal & Telecom,AST-06430,Interlocking Switch,COR-098,3.5,"Track tamping, ballast packing & alignment check",Critical,4,3,4,10,360,11,Yes,Emergency,Scheduled,23.2,92.7,High,58.0
TSK-06431,Engineering,AST-06431,OHE Catenary,COR-023,230.7,"Track tamping, ballast packing & alignment check",Major,3,3,2,11,180,9,No,Corrective,In Progress,67.3,76.7,High,72.0
TSK-06432,Engineering,AST-06432,OHE Catenary,COR-013,275.7,OHE cantilever insulator cleaning & height adjustment,Major,2,3,2,39,240,12,No,Preventive,Scheduled,95.8,27.7,Medium,61.8
TSK-06433,Operating,AST-06433,Bridge Span,COR-040,163.5,Bridge expansion joint inspection & bolt tightening,Minor,1,1,5,35,240,9,No,Corrective,Scheduled,35.3,20.4,Medium,27.8
TSK-06434,Electrical,AST-06434,Track Circuit,COR-036,211.5,OHE cantilever insulator cleaning & height adjustment,Minor,1,5,3,15,120,4,Yes,Breakdown,Completed,22.2,74.5,High,48.4
TSK-06435,Operating,AST-06435,Interlocking Switch,COR-089,349.0,"Track tamping, ballast packing & alignment check",Critical,1,1,5,11,240,11,Yes,Preventive,In Progress,87.1,91.1,Low,89.1
TSK-06436,Signal & Telecom,AST-06436,Interlocking Switch,COR-020,319.7,Multi-aspect LED signal bulb replacement & relay test,Major,2,3,1,30,360,4,Yes,Corrective,Completed,32.8,44.4,Medium,38.6
TSK-06437,Electrical,AST-06437,Point & Crossing,COR-059,250.3,Rail flaw ultrasonics check required,Minor,5,5,1,15,180,10,Yes,Emergency,Scheduled,70.7,77.5,High,74.1
TSK-06438,Engineering,AST-06438,Point & Crossing,COR-067,232.2,Bridge expansion joint inspection & bolt tightening,Critical,1,3,1,0,240,3,No,Corrective,Pending,56.6,91.1,Medium,73.8
TSK-06439,Operating,AST-06439,Bridge Span,COR-093,347.2,Point machine lubrication & locking calibration,Major,3,5,4,30,180,6,Yes,Preventive,Completed,40.4,46.7,Medium,43.5
TSK-06440,Operating,AST-06440,Axle Counter,COR-080,376.5,Rail flaw ultrasonics check required,Major,2,5,2,2,180,7,Yes,Breakdown,In Progress,49.6,40.1,Low,44.9
TSK-06441,Electrical,AST-06441,Axle Counter,COR-016,281.8,Rail flaw ultrasonics check required,Moderate,5,3,5,29,240,11,Yes,Corrective,Scheduled,31.0,32.5,Medium,31.8
TSK-06442,Electrical,AST-06442,Point & Crossing,COR-070,279.6,Multi-aspect LED signal bulb replacement & relay test,Minor,2,2,5,31,120,8,Yes,Breakdown,In Progress,39.7,92.8,High,66.2
TSK-06443,Engineering,AST-06443,Point & Crossing,COR-011,317.4,Bridge expansion joint inspection & bolt tightening,Minor,4,4,2,26,180,7,Yes,Preventive,In Progress,78.4,51.5,Medium,65.0
TSK-06444,Electrical,AST-06444,Axle Counter,COR-059,295.6,Point machine lubrication & locking calibration,Moderate,2,2,2,13,60,9,No,Preventive,Completed,59.1,86.1,Low,72.6
TSK-06445,Engineering,AST-06445,Point & Crossing,COR-037,207.3,Level crossing gate motor overhaul & interlock test,Minor,4,5,3,22,120,4,No,Preventive,In Progress,57.2,94.0,Low,75.6
TSK-06446,Engineering,AST-06446,Signal - Multi Aspect,COR-015,127.2,Point machine lubrication & locking calibration,Major,5,3,1,19,120,4,No,Corrective,Scheduled,75.3,74.0,High,74.7
TSK-06447,Signal & Telecom,AST-06447,Interlocking Switch,COR-087,387.1,Rail flaw ultrasonics check required,Critical,1,1,3,12,60,7,Yes,Breakdown,Scheduled,94.2,89.2,Medium,91.7
TSK-06448,Engineering,AST-06448,Signal - Multi Aspect,COR-094,173.7,"Track tamping, ballast packing & alignment check",Moderate,1,2,1,13,240,11,No,Emergency,Pending,90.7,21.7,Low,56.2
TSK-06449,Operating,AST-06449,Level Crossing Gate,COR-057,67.4,Multi-aspect LED signal bulb replacement & relay test,Major,4,3,1,35,360,4,No,Breakdown,In Progress,85.9,72.3,Medium,79.1
TSK-06450,Signal & Telecom,AST-06450,Axle Counter,COR-033,152.3,Rail flaw ultrasonics check required,Minor,4,1,2,6,180,7,Yes,Breakdown,Scheduled,51.6,34.6,Medium,43.1
TSK-06451,Electrical,AST-06451,Track Circuit,COR-074,147.4,Rail flaw ultrasonics check required,Critical,1,5,1,31,360,12,Yes,Corrective,Scheduled,66.8,81.4,High,74.1
TSK-06452,Electrical,AST-06452,Signal - Multi Aspect,COR-071,389.2,Point machine lubrication & locking calibration,Minor,1,4,1,39,240,4,Yes,Preventive,In Progress,37.2,53.1,Low,45.2
TSK-06453,Operating,AST-06453,Axle Counter,COR-051,30.3,Axle counter digital sensor reset test,Moderate,1,4,4,25,240,11,Yes,Emergency,Completed,72.0,37.2,High,54.6
TSK-06454,Signal & Telecom,AST-06454,Interlocking Switch,COR-042,129.9,OHE cantilever insulator cleaning & height adjustment,Critical,1,3,5,16,180,7,Yes,Emergency,Completed,37.5,93.8,Medium,65.7
TSK-06455,Signal & Telecom,AST-06455,Bridge Span,COR-044,216.9,Bridge expansion joint inspection & bolt tightening,Major,5,5,1,28,180,5,Yes,Preventive,Pending,63.6,83.4,Medium,73.5
TSK-06456,Electrical,AST-06456,Bridge Span,COR-074,270.5,Rail flaw ultrasonics check required,Minor,3,5,2,32,240,11,Yes,Breakdown,In Progress,54.1,35.4,Low,44.8
TSK-06457,Electrical,AST-06457,Track Circuit,COR-082,215.2,Axle counter digital sensor reset test,Moderate,5,1,4,21,60,6,No,Corrective,Pending,87.8,32.5,Medium,60.1
TSK-06458,Electrical,AST-06458,Signal - Multi Aspect,COR-077,160.8,Axle counter digital sensor reset test,Minor,5,2,5,25,60,7,No,Corrective,In Progress,73.6,48.5,Medium,61.0
TSK-06459,Engineering,AST-06459,Interlocking Switch,COR-056,214.2,OHE cantilever insulator cleaning & height adjustment,Critical,5,2,5,38,60,4,No,Emergency,Completed,50.7,19.1,Medium,34.9
TSK-06460,Engineering,AST-06460,Interlocking Switch,COR-002,164.0,Bridge expansion joint inspection & bolt tightening,Minor,1,2,3,16,360,7,Yes,Corrective,In Progress,59.8,23.3,Medium,41.5
TSK-06461,Signal & Telecom,AST-06461,Track Circuit,COR-028,266.5,"Track tamping, ballast packing & alignment check",Minor,5,3,3,2,240,3,No,Breakdown,Pending,23.9,58.2,Medium,41.0
TSK-06462,Electrical,AST-06462,Track Circuit,COR-064,12.3,Rail flaw ultrasonics check required,Critical,4,1,5,7,60,10,Yes,Preventive,Scheduled,86.7,27.2,Low,57.0
TSK-06463,Electrical,AST-06463,Signal - Multi Aspect,COR-058,207.3,Point machine lubrication & locking calibration,Moderate,4,1,2,36,360,6,Yes,Preventive,In Progress,38.3,79.7,Low,59.0
TSK-06464,Engineering,AST-06464,Bridge Span,COR-029,166.1,Point machine lubrication & locking calibration,Major,5,3,2,5,360,7,Yes,Corrective,Pending,30.9,34.5,Low,32.7
TSK-06465,Signal & Telecom,AST-06465,OHE Catenary,COR-053,245.8,OHE cantilever insulator cleaning & height adjustment,Moderate,4,2,4,17,360,3,Yes,Emergency,Scheduled,27.0,31.4,Low,29.2
TSK-06466,Operating,AST-06466,Axle Counter,COR-040,107.1,Level crossing gate motor overhaul & interlock test,Moderate,5,4,4,11,180,5,No,Corrective,In Progress,73.1,94.2,Low,83.7
TSK-06467,Electrical,AST-06467,Level Crossing Gate,COR-083,226.1,Axle counter digital sensor reset test,Minor,2,1,3,8,180,7,Yes,Corrective,Scheduled,39.9,50.1,Medium,45.0
TSK-06468,Operating,AST-06468,Axle Counter,COR-031,342.0,Multi-aspect LED signal bulb replacement & relay test,Minor,1,2,1,7,180,11,Yes,Preventive,Scheduled,65.8,85.2,High,75.5
TSK-06469,Operating,AST-06469,Track Circuit,COR-076,122.8,"Track tamping, ballast packing & alignment check",Moderate,1,2,3,8,120,9,Yes,Corrective,Scheduled,86.3,50.9,High,68.6
TSK-06470,Operating,AST-06470,Signal - Multi Aspect,COR-013,28.6,Level crossing gate motor overhaul & interlock test,Moderate,2,4,4,42,360,11,Yes,Breakdown,In Progress,72.9,52.9,High,62.9
TSK-06471,Operating,AST-06471,Axle Counter,COR-061,47.2,Axle counter digital sensor reset test,Major,2,3,3,21,360,8,No,Preventive,Pending,55.1,42.0,Medium,48.5
TSK-06472,Signal & Telecom,AST-06472,Point & Crossing,COR-018,270.6,Rail flaw ultrasonics check required,Major,2,2,3,0,120,6,Yes,Emergency,In Progress,65.9,66.6,Medium,66.2
TSK-06473,Engineering,AST-06473,Point & Crossing,COR-027,192.8,Axle counter digital sensor reset test,Major,2,2,3,10,360,5,Yes,Preventive,Pending,78.0,82.6,Low,80.3
TSK-06474,Electrical,AST-06474,OHE Catenary,COR-006,287.5,OHE cantilever insulator cleaning & height adjustment,Moderate,1,5,1,19,180,7,No,Corrective,In Progress,54.0,30.1,Low,42.0
TSK-06475,Engineering,AST-06475,Interlocking Switch,COR-058,118.9,Bridge expansion joint inspection & bolt tightening,Moderate,5,1,2,17,180,10,No,Corrective,Pending,88.8,24.3,Low,56.5
TSK-06476,Engineering,AST-06476,Track Circuit,COR-061,286.0,Axle counter digital sensor reset test,Critical,5,2,3,25,360,9,Yes,Preventive,Completed,76.4,48.6,Medium,62.5
TSK-06477,Signal & Telecom,AST-06477,Level Crossing Gate,COR-023,22.8,Level crossing gate motor overhaul & interlock test,Moderate,3,1,4,25,180,10,No,Emergency,Pending,55.2,22.3,Low,38.8
TSK-06478,Operating,AST-06478,Interlocking Switch,COR-017,55.2,"Track tamping, ballast packing & alignment check",Moderate,5,3,2,34,180,10,No,Preventive,Completed,64.7,46.1,High,55.4
TSK-06479,Engineering,AST-06479,Interlocking Switch,COR-099,157.6,Axle counter digital sensor reset test,Minor,5,5,4,26,360,12,Yes,Emergency,Scheduled,55.9,62.6,High,59.2
TSK-06480,Engineering,AST-06480,Point & Crossing,COR-051,301.1,Multi-aspect LED signal bulb replacement & relay test,Major,1,2,1,26,60,5,Yes,Emergency,In Progress,98.1,46.1,High,72.1
TSK-06481,Signal & Telecom,AST-06481,Interlocking Switch,COR-088,181.9,Rail flaw ultrasonics check required,Moderate,3,5,3,28,240,5,No,Preventive,In Progress,51.5,64.9,Medium,58.2
TSK-06482,Signal & Telecom,AST-06482,OHE Catenary,COR-046,10.0,Bridge expansion joint inspection & bolt tightening,Critical,1,3,4,40,360,11,Yes,Breakdown,In Progress,58.9,29.7,High,44.3
TSK-06483,Electrical,AST-06483,Bridge Span,COR-005,263.0,Bridge expansion joint inspection & bolt tightening,Minor,2,1,2,21,360,8,Yes,Breakdown,Completed,22.6,87.8,High,55.2
TSK-06484,Operating,AST-06484,OHE Catenary,COR-030,372.8,Rail flaw ultrasonics check required,Major,2,4,2,27,360,8,Yes,Emergency,In Progress,74.4,74.2,Medium,74.3
TSK-06485,Signal & Telecom,AST-06485,Bridge Span,COR-084,406.9,Point machine lubrication & locking calibration,Critical,2,1,4,9,360,8,Yes,Preventive,Completed,57.6,32.6,Medium,45.1
TSK-06486,Engineering,AST-06486,OHE Catenary,COR-056,51.2,Level crossing gate motor overhaul & interlock test,Major,4,4,2,11,180,8,No,Preventive,Completed,67.3,46.5,Low,56.9
TSK-06487,Engineering,AST-06487,Level Crossing Gate,COR-083,35.6,Axle counter digital sensor reset test,Critical,1,1,1,45,180,12,Yes,Preventive,Scheduled,27.0,86.6,High,56.8
TSK-06488,Electrical,AST-06488,Axle Counter,COR-049,205.7,Axle counter digital sensor reset test,Minor,3,5,1,5,180,10,Yes,Preventive,In Progress,21.9,71.5,High,46.7
TSK-06489,Signal & Telecom,AST-06489,Interlocking Switch,COR-082,195.2,Axle counter digital sensor reset test,Minor,1,1,2,26,240,7,No,Emergency,Completed,34.1,56.5,High,45.3
TSK-06490,Operating,AST-06490,Bridge Span,COR-096,320.7,"Track tamping, ballast packing & alignment check",Major,2,2,4,22,360,6,Yes,Emergency,Completed,76.4,55.2,Medium,65.8
TSK-06491,Operating,AST-06491,Point & Crossing,COR-089,407.4,"Track tamping, ballast packing & alignment check",Major,2,3,2,0,360,6,Yes,Emergency,Scheduled,86.4,62.9,Low,74.7
TSK-06492,Electrical,AST-06492,Track Circuit,COR-032,100.6,OHE cantilever insulator cleaning & height adjustment,Critical,1,2,1,33,120,7,Yes,Breakdown,Pending,67.2,35.6,Low,51.4
TSK-06493,Operating,AST-06493,Signal - Multi Aspect,COR-004,266.3,Multi-aspect LED signal bulb replacement & relay test,Moderate,2,1,2,18,240,6,Yes,Emergency,In Progress,56.6,80.2,High,68.4
TSK-06494,Signal & Telecom,AST-06494,Bridge Span,COR-031,64.1,OHE cantilever insulator cleaning & height adjustment,Critical,2,3,1,9,360,11,No,Preventive,Pending,58.1,62.9,Low,60.5
TSK-06495,Signal & Telecom,AST-06495,Axle Counter,COR-016,61.1,Point machine lubrication & locking calibration,Major,4,1,5,26,180,8,Yes,Breakdown,Scheduled,68.7,47.2,High,58.0
TSK-06496,Engineering,AST-06496,Point & Crossing,COR-052,114.4,OHE cantilever insulator cleaning & height adjustment,Moderate,5,3,5,21,360,7,Yes,Emergency,Completed,71.7,90.1,High,80.9
TSK-06497,Signal & Telecom,AST-06497,Point & Crossing,COR-076,8.5,Level crossing gate motor overhaul & interlock test,Minor,4,1,3,40,120,8,Yes,Corrective,Completed,21.0,37.5,Medium,29.2
TSK-06498,Engineering,AST-06498,Track Circuit,COR-082,383.1,Multi-aspect LED signal bulb replacement & relay test,Minor,4,5,5,17,60,8,Yes,Preventive,Pending,69.8,33.4,High,51.6
TSK-06499,Signal & Telecom,AST-06499,Level Crossing Gate,COR-095,376.6,Point machine lubrication & locking calibration,Moderate,5,5,2,32,120,10,Yes,Preventive,Pending,59.6,41.5,Medium,50.5
